Time,Ch1,Ch2,status
2023/12/05 15:38:26.183,-190,-191,3
2023/12/05 15:38:26.185,-194,-193,3
2023/12/05 15:38:26.186,-201,-197,3
2023/12/05 15:38:26.188,-209,-202,3
2023/12/05 15:38:26.190,-218,-208,3
2023/12/05 15:38:26.191,-226,-214,3
2023/12/05 15:38:26.193,-233,-221,3
2023/12/05 15:38:26.195,-239,-226,3
2023/12/05 15:38:26.196,-242,-230,3
2023/12/05 15:38:26.198,-243,-232,3
2023/12/05 15:38:26.200,-243,-232,3
2023/12/05 15:38:26.201,-242,-232,3
2023/12/05 15:38:26.203,-241,-229,3
2023/12/05 15:38:26.205,-240,-227,3
2023/12/05 15:38:26.206,-240,-224,3
2023/12/05 15:38:26.208,-242,-221,3
2023/12/05 15:38:26.210,-245,-218,3
2023/12/05 15:38:26.211,-249,-217,3
2023/12/05 15:38:26.213,-254,-216,3
2023/12/05 15:38:26.215,-259,-215,3
2023/12/05 15:38:26.216,-263,-215,3
2023/12/05 15:38:26.218,-266,-216,3
2023/12/05 15:38:26.220,-266,-216,3
2023/12/05 15:38:26.221,-265,-215,3
2023/12/05 15:38:26.223,-263,-215,3
2023/12/05 15:38:26.225,-258,-213,3
2023/12/05 15:38:26.226,-253,-211,3
2023/12/05 15:38:26.228,-248,-209,3
2023/12/05 15:38:26.230,-242,-206,3
2023/12/05 15:38:26.231,-237,-202,3
2023/12/05 15:38:26.233,-233,-199,3
2023/12/05 15:38:26.235,-229,-195,3
2023/12/05 15:38:26.236,-225,-192,3
2023/12/05 15:38:26.238,-222,-190,3
2023/12/05 15:38:26.240,-219,-188,3
2023/12/05 15:38:26.241,-217,-188,3
2023/12/05 15:38:26.243,-215,-189,3
2023/12/05 15:38:26.245,-213,-191,3
2023/12/05 15:38:26.246,-213,-194,3
2023/12/05 15:38:26.248,-214,-198,3
2023/12/05 15:38:26.250,-216,-203,3
2023/12/05 15:38:26.251,-219,-208,3
2023/12/05 15:38:26.253,-224,-213,3
2023/12/05 15:38:26.255,-230,-217,3
2023/12/05 15:38:26.256,-236,-220,3
2023/12/05 15:38:26.258,-242,-222,3
2023/12/05 15:38:26.260,-247,-223,3
2023/12/05 15:38:26.261,-251,-222,3
2023/12/05 15:38:26.263,-253,-221,3
2023/12/05 15:38:26.265,-254,-219,3
2023/12/05 15:38:26.266,-253,-217,3
2023/12/05 15:38:26.268,-252,-215,3
2023/12/05 15:38:26.270,-250,-213,3
2023/12/05 15:38:26.271,-248,-211,3
2023/12/05 15:38:26.273,-246,-210,3
2023/12/05 15:38:26.275,-244,-209,3
2023/12/05 15:38:26.276,-242,-208,3
2023/12/05 15:38:26.278,-240,-206,3
2023/12/05 15:38:26.280,-237,-204,3
2023/12/05 15:38:26.281,-233,-202,3
2023/12/05 15:38:26.283,-227,-199,3
2023/12/05 15:38:26.285,-220,-196,3
2023/12/05 15:38:26.286,-213,-193,3
2023/12/05 15:38:26.288,-205,-190,3
2023/12/05 15:38:26.290,-197,-188,3
2023/12/05 15:38:26.291,-191,-186,3
2023/12/05 15:38:26.293,-186,-186,3
2023/12/05 15:38:26.295,-185,-186,3
2023/12/05 15:38:26.296,-186,-187,3
2023/12/05 15:38:26.298,-190,-189,3
2023/12/05 15:38:26.300,-196,-192,3
2023/12/05 15:38:26.301,-203,-194,3
2023/12/05 15:38:26.303,-211,-197,3
2023/12/05 15:38:26.305,-218,-201,3
2023/12/05 15:38:26.306,-223,-204,3
2023/12/05 15:38:26.308,-227,-207,3
2023/12/05 15:38:26.310,-228,-210,3
2023/12/05 15:38:26.311,-227,-213,3
2023/12/05 15:38:26.313,-225,-216,3
2023/12/05 15:38:26.315,-222,-218,3
2023/12/05 15:38:26.316,-219,-220,3
2023/12/05 15:38:26.318,-217,-221,3
2023/12/05 15:38:26.320,-216,-221,3
2023/12/05 15:38:26.321,-216,-220,3
2023/12/05 15:38:26.323,-219,-219,3
2023/12/05 15:38:26.325,-223,-218,3
2023/12/05 15:38:26.326,-228,-216,3
2023/12/05 15:38:26.328,-233,-213,3
2023/12/05 15:38:26.330,-237,-211,3
2023/12/05 15:38:26.331,-239,-209,3
2023/12/05 15:38:26.333,-239,-208,3
2023/12/05 15:38:26.335,-237,-206,3
2023/12/05 15:38:26.336,-233,-205,3
2023/12/05 15:38:26.338,-226,-205,3
2023/12/05 15:38:26.340,-219,-205,3
2023/12/05 15:38:26.341,-211,-205,3
2023/12/05 15:38:26.343,-204,-205,3
2023/12/05 15:38:26.345,-198,-206,3
2023/12/05 15:38:26.346,-194,-207,3
2023/12/05 15:38:26.348,-192,-208,3
2023/12/05 15:38:26.350,-193,-210,3
2023/12/05 15:38:26.351,-195,-213,3
2023/12/05 15:38:26.353,-200,-216,3
2023/12/05 15:38:26.355,-205,-219,3
2023/12/05 15:38:26.356,-211,-223,3
2023/12/05 15:38:26.358,-216,-226,3
2023/12/05 15:38:26.360,-220,-228,3
2023/12/05 15:38:26.361,-222,-230,3
2023/12/05 15:38:26.363,-224,-230,3
2023/12/05 15:38:26.365,-224,-230,3
2023/12/05 15:38:26.366,-222,-228,3
2023/12/05 15:38:26.368,-221,-225,3
2023/12/05 15:38:26.370,-218,-220,3
2023/12/05 15:38:26.371,-216,-215,3
2023/12/05 15:38:26.373,-214,-210,3
2023/12/05 15:38:26.375,-213,-205,3
2023/12/05 15:38:26.376,-212,-201,3
2023/12/05 15:38:26.378,-211,-197,3
2023/12/05 15:38:26.380,-211,-195,3
2023/12/05 15:38:26.381,-211,-194,3
2023/12/05 15:38:26.383,-212,-194,3
2023/12/05 15:38:26.385,-212,-195,3
2023/12/05 15:38:26.386,-213,-197,3
2023/12/05 15:38:26.388,-215,-200,3
2023/12/05 15:38:26.390,-217,-202,3
2023/12/05 15:38:26.391,-219,-204,3
2023/12/05 15:38:26.393,-222,-205,3
2023/12/05 15:38:26.395,-224,-206,3
2023/12/05 15:38:26.396,-227,-206,3
2023/12/05 15:38:26.398,-229,-206,3
2023/12/05 15:38:26.400,-230,-206,3
2023/12/05 15:38:26.401,-230,-206,3
2023/12/05 15:38:26.403,-228,-207,3
2023/12/05 15:38:26.405,-226,-209,3
2023/12/05 15:38:26.406,-223,-211,3
2023/12/05 15:38:26.408,-220,-215,3
2023/12/05 15:38:26.410,-216,-219,3
2023/12/05 15:38:26.411,-213,-224,3
2023/12/05 15:38:26.413,-211,-228,3
2023/12/05 15:38:26.415,-209,-231,3
2023/12/05 15:38:26.416,-209,-234,3
2023/12/05 15:38:26.418,-211,-235,3
2023/12/05 15:38:26.420,-213,-235,3
2023/12/05 15:38:26.421,-217,-234,3
2023/12/05 15:38:26.423,-221,-233,3
2023/12/05 15:38:26.425,-225,-231,3
2023/12/05 15:38:26.426,-229,-230,3
2023/12/05 15:38:26.428,-233,-230,3
2023/12/05 15:38:26.430,-236,-230,3
2023/12/05 15:38:26.431,-237,-231,3
2023/12/05 15:38:26.433,-238,-233,3
2023/12/05 15:38:26.435,-237,-235,3
2023/12/05 15:38:26.436,-235,-236,3
2023/12/05 15:38:26.438,-232,-237,3
2023/12/05 15:38:26.440,-229,-237,3
2023/12/05 15:38:26.441,-226,-235,3
2023/12/05 15:38:26.443,-223,-233,3
2023/12/05 15:38:26.445,-221,-230,3
2023/12/05 15:38:26.446,-220,-226,3
2023/12/05 15:38:26.448,-220,-223,3
2023/12/05 15:38:26.450,-221,-221,3
2023/12/05 15:38:26.451,-223,-219,3
2023/12/05 15:38:26.453,-226,-219,3
2023/12/05 15:38:26.455,-230,-221,3
2023/12/05 15:38:26.456,-233,-223,3
2023/12/05 15:38:26.458,-236,-225,3
2023/12/05 15:38:26.460,-239,-228,3
2023/12/05 15:38:26.461,-241,-230,3
2023/12/05 15:38:26.463,-242,-231,3
2023/12/05 15:38:26.465,-243,-231,3
2023/12/05 15:38:26.466,-243,-229,3
2023/12/05 15:38:26.468,-243,-227,3
2023/12/05 15:38:26.470,-243,-224,3
2023/12/05 15:38:26.471,-243,-220,3
2023/12/05 15:38:26.473,-244,-217,3
2023/12/05 15:38:26.475,-244,-215,3
2023/12/05 15:38:26.476,-244,-214,3
2023/12/05 15:38:26.478,-244,-214,3
2023/12/05 15:38:26.480,-243,-215,3
2023/12/05 15:38:26.481,-240,-216,3
2023/12/05 15:38:26.483,-237,-219,3
2023/12/05 15:38:26.485,-234,-221,3
2023/12/05 15:38:26.486,-230,-222,3
2023/12/05 15:38:26.488,-226,-223,3
2023/12/05 15:38:26.490,-223,-222,3
2023/12/05 15:38:26.491,-221,-221,3
2023/12/05 15:38:26.493,-221,-218,3
2023/12/05 15:38:26.495,-223,-215,3
2023/12/05 15:38:26.496,-227,-213,3
2023/12/05 15:38:26.498,-232,-210,3
2023/12/05 15:38:26.500,-239,-209,3
2023/12/05 15:38:26.501,-246,-209,3
2023/12/05 15:38:26.503,-253,-210,3
2023/12/05 15:38:26.505,-259,-213,3
2023/12/05 15:38:26.506,-263,-216,3
2023/12/05 15:38:26.508,-265,-220,3
2023/12/05 15:38:26.510,-265,-223,3
2023/12/05 15:38:26.511,-263,-225,3
2023/12/05 15:38:26.513,-259,-226,3
2023/12/05 15:38:26.515,-253,-225,3
2023/12/05 15:38:26.516,-247,-223,3
2023/12/05 15:38:26.518,-242,-218,3
2023/12/05 15:38:26.520,-237,-214,3
2023/12/05 15:38:26.521,-234,-208,3
2023/12/05 15:38:26.523,-234,-204,3
2023/12/05 15:38:26.525,-235,-200,3
2023/12/05 15:38:26.526,-239,-199,3
2023/12/05 15:38:26.528,-244,-199,3
2023/12/05 15:38:26.530,-249,-200,3
2023/12/05 15:38:26.531,-254,-203,3
2023/12/05 15:38:26.533,-258,-207,3
2023/12/05 15:38:26.535,-260,-210,3
2023/12/05 15:38:26.536,-259,-214,3
2023/12/05 15:38:26.538,-255,-216,3
2023/12/05 15:38:26.540,-249,-218,3
2023/12/05 15:38:26.541,-241,-218,3
2023/12/05 15:38:26.543,-231,-218,3
2023/12/05 15:38:26.545,-221,-216,3
2023/12/05 15:38:26.546,-213,-215,3
2023/12/05 15:38:26.548,-207,-214,3
2023/12/05 15:38:26.550,-203,-214,3
2023/12/05 15:38:26.551,-203,-214,3
2023/12/05 15:38:26.553,-206,-216,3
2023/12/05 15:38:26.555,-211,-218,3
2023/12/05 15:38:26.556,-219,-220,3
2023/12/05 15:38:26.558,-228,-223,3
2023/12/05 15:38:26.560,-236,-226,3
2023/12/05 15:38:26.561,-244,-228,3
2023/12/05 15:38:26.563,-251,-229,3
2023/12/05 15:38:26.565,-255,-230,3
2023/12/05 15:38:26.566,-258,-230,3
2023/12/05 15:38:26.568,-258,-228,3
2023/12/05 15:38:26.570,-256,-227,3
2023/12/05 15:38:26.571,-254,-224,3
2023/12/05 15:38:26.573,-250,-222,3
2023/12/05 15:38:26.575,-245,-219,3
2023/12/05 15:38:26.576,-240,-216,3
2023/12/05 15:38:26.578,-236,-214,3
2023/12/05 15:38:26.580,-231,-211,3
2023/12/05 15:38:26.581,-227,-209,3
2023/12/05 15:38:26.583,-224,-208,3
2023/12/05 15:38:26.585,-222,-207,3
2023/12/05 15:38:26.586,-221,-207,3
2023/12/05 15:38:26.588,-223,-208,3
2023/12/05 15:38:26.590,-226,-209,3
2023/12/05 15:38:26.591,-231,-212,3
2023/12/05 15:38:26.593,-238,-214,3
2023/12/05 15:38:26.595,-246,-217,3
2023/12/05 15:38:26.596,-255,-220,3
2023/12/05 15:38:26.598,-264,-223,3
2023/12/05 15:38:26.600,-272,-225,3
2023/12/05 15:38:26.601,-278,-226,3
2023/12/05 15:38:26.603,-281,-226,3
2023/12/05 15:38:26.605,-281,-225,3
2023/12/05 15:38:26.606,-279,-224,3
2023/12/05 15:38:26.608,-274,-222,3
2023/12/05 15:38:26.610,-266,-219,3
2023/12/05 15:38:26.611,-258,-217,3
2023/12/05 15:38:26.613,-249,-214,3
2023/12/05 15:38:26.615,-240,-211,3
2023/12/05 15:38:26.616,-232,-208,3
2023/12/05 15:38:26.618,-226,-205,3
2023/12/05 15:38:26.620,-221,-203,3
2023/12/05 15:38:26.621,-218,-200,3
2023/12/05 15:38:26.623,-215,-198,3
2023/12/05 15:38:26.625,-213,-196,3
2023/12/05 15:38:26.626,-212,-195,3
2023/12/05 15:38:26.628,-211,-194,3
2023/12/05 15:38:26.630,-209,-194,3
2023/12/05 15:38:26.631,-208,-195,3
2023/12/05 15:38:26.633,-207,-197,3
2023/12/05 15:38:26.635,-206,-201,3
2023/12/05 15:38:26.636,-206,-205,3
2023/12/05 15:38:26.638,-207,-210,3
2023/12/05 15:38:26.640,-209,-215,3
2023/12/05 15:38:26.641,-213,-221,3
2023/12/05 15:38:26.643,-217,-227,3
2023/12/05 15:38:26.645,-223,-232,3
2023/12/05 15:38:26.646,-229,-236,3
2023/12/05 15:38:26.648,-236,-240,3
2023/12/05 15:38:26.650,-242,-242,3
2023/12/05 15:38:26.651,-249,-243,3
2023/12/05 15:38:26.653,-255,-244,3
2023/12/05 15:38:26.655,-261,-243,3
2023/12/05 15:38:26.656,-267,-242,3
2023/12/05 15:38:26.658,-272,-240,3
2023/12/05 15:38:26.660,-278,-238,3
2023/12/05 15:38:26.661,-282,-236,3
2023/12/05 15:38:26.663,-286,-234,3
2023/12/05 15:38:26.665,-289,-232,3
2023/12/05 15:38:26.666,-291,-229,3
2023/12/05 15:38:26.668,-290,-227,3
2023/12/05 15:38:26.670,-288,-224,3
2023/12/05 15:38:26.671,-284,-220,3
2023/12/05 15:38:26.673,-278,-216,3
2023/12/05 15:38:26.675,-269,-211,3
2023/12/05 15:38:26.676,-260,-206,3
2023/12/05 15:38:26.678,-251,-202,3
2023/12/05 15:38:26.680,-242,-197,3
2023/12/05 15:38:26.681,-235,-194,3
2023/12/05 15:38:26.683,-230,-192,3
2023/12/05 15:38:26.685,-228,-192,3
2023/12/05 15:38:26.686,-230,-193,3
2023/12/05 15:38:26.688,-235,-195,3
2023/12/05 15:38:26.690,-243,-199,3
2023/12/05 15:38:26.691,-253,-204,3
2023/12/05 15:38:26.693,-264,-209,3
2023/12/05 15:38:26.695,-274,-214,3
2023/12/05 15:38:26.696,-282,-218,3
2023/12/05 15:38:26.698,-288,-221,3
2023/12/05 15:38:26.700,-290,-222,3
2023/12/05 15:38:26.701,-289,-223,3
2023/12/05 15:38:26.703,-284,-223,3
2023/12/05 15:38:26.705,-277,-222,3
2023/12/05 15:38:26.706,-269,-220,3
2023/12/05 15:38:26.708,-260,-218,3
2023/12/05 15:38:26.710,-252,-217,3
2023/12/05 15:38:26.711,-246,-215,3
2023/12/05 15:38:26.713,-241,-214,3
2023/12/05 15:38:26.715,-240,-214,3
2023/12/05 15:38:26.716,-240,-214,3
2023/12/05 15:38:26.718,-243,-213,3
2023/12/05 15:38:26.720,-246,-214,3
2023/12/05 15:38:26.721,-250,-214,3
2023/12/05 15:38:26.723,-254,-214,3
2023/12/05 15:38:26.725,-257,-215,3
2023/12/05 15:38:26.726,-259,-216,3
2023/12/05 15:38:26.728,-259,-217,3
2023/12/05 15:38:26.730,-258,-219,3
2023/12/05 15:38:26.731,-256,-221,3
2023/12/05 15:38:26.733,-254,-223,3
2023/12/05 15:38:26.735,-252,-226,3
2023/12/05 15:38:26.736,-250,-228,3
2023/12/05 15:38:26.738,-248,-230,3
2023/12/05 15:38:26.740,-248,-232,3
2023/12/05 15:38:26.741,-248,-233,3
2023/12/05 15:38:26.743,-248,-233,3
2023/12/05 15:38:26.745,-249,-233,3
2023/12/05 15:38:26.746,-249,-233,3
2023/12/05 15:38:26.748,-250,-234,3
2023/12/05 15:38:26.750,-249,-234,3
2023/12/05 15:38:26.751,-248,-235,3
2023/12/05 15:38:26.753,-247,-237,3
2023/12/05 15:38:26.755,-245,-238,3
2023/12/05 15:38:26.756,-243,-240,3
2023/12/05 15:38:26.758,-241,-242,3
2023/12/05 15:38:26.760,-239,-243,3
2023/12/05 15:38:26.761,-239,-243,3
2023/12/05 15:38:26.763,-239,-242,3
2023/12/05 15:38:26.765,-241,-240,3
2023/12/05 15:38:26.766,-244,-236,3
2023/12/05 15:38:26.768,-247,-232,3
2023/12/05 15:38:26.770,-251,-227,3
2023/12/05 15:38:26.771,-255,-222,3
2023/12/05 15:38:26.773,-258,-217,3
2023/12/05 15:38:26.775,-260,-212,3
2023/12/05 15:38:26.776,-261,-208,3
2023/12/05 15:38:26.778,-260,-206,3
2023/12/05 15:38:26.780,-257,-204,3
2023/12/05 15:38:26.781,-254,-204,3
2023/12/05 15:38:26.783,-250,-205,3
2023/12/05 15:38:26.785,-247,-207,3
2023/12/05 15:38:26.786,-244,-210,3
2023/12/05 15:38:26.788,-243,-214,3
2023/12/05 15:38:26.790,-243,-217,3
2023/12/05 15:38:26.791,-245,-221,3
2023/12/05 15:38:26.793,-248,-224,3
2023/12/05 15:38:26.795,-251,-227,3
2023/12/05 15:38:26.796,-254,-230,3
2023/12/05 15:38:26.798,-256,-232,3
2023/12/05 15:38:26.800,-257,-233,3
2023/12/05 15:38:26.801,-255,-234,3
2023/12/05 15:38:26.803,-252,-235,3
2023/12/05 15:38:26.805,-247,-236,3
2023/12/05 15:38:26.806,-241,-237,3
2023/12/05 15:38:26.808,-235,-237,3
2023/12/05 15:38:26.810,-229,-237,3
2023/12/05 15:38:26.811,-224,-237,3
2023/12/05 15:38:26.813,-220,-236,3
2023/12/05 15:38:26.815,-219,-235,3
2023/12/05 15:38:26.816,-219,-233,3
2023/12/05 15:38:26.818,-220,-229,3
2023/12/05 15:38:26.820,-223,-226,3
2023/12/05 15:38:26.821,-226,-222,3
2023/12/05 15:38:26.823,-229,-218,3
2023/12/05 15:38:26.825,-231,-214,3
2023/12/05 15:38:26.826,-233,-211,3
2023/12/05 15:38:26.828,-235,-210,3
2023/12/05 15:38:26.830,-236,-210,3
2023/12/05 15:38:26.831,-237,-211,3
2023/12/05 15:38:26.833,-237,-213,3
2023/12/05 15:38:26.835,-238,-216,3
2023/12/05 15:38:26.836,-239,-219,3
2023/12/05 15:38:26.838,-240,-222,3
2023/12/05 15:38:26.840,-241,-225,3
2023/12/05 15:38:26.841,-242,-227,3
2023/12/05 15:38:26.843,-242,-229,3
2023/12/05 15:38:26.845,-242,-229,3
2023/12/05 15:38:26.846,-241,-229,3
2023/12/05 15:38:26.848,-241,-229,3
2023/12/05 15:38:26.850,-240,-229,3
2023/12/05 15:38:26.851,-240,-229,3
2023/12/05 15:38:26.853,-242,-230,3
2023/12/05 15:38:26.855,-244,-231,3
2023/12/05 15:38:26.856,-248,-233,3
2023/12/05 15:38:26.858,-253,-235,3
2023/12/05 15:38:26.860,-259,-236,3
2023/12/05 15:38:26.861,-264,-237,3
2023/12/05 15:38:26.863,-268,-237,3
2023/12/05 15:38:26.865,-271,-237,3
2023/12/05 15:38:26.866,-271,-235,3
2023/12/05 15:38:26.868,-268,-232,3
2023/12/05 15:38:26.870,-261,-228,3
2023/12/05 15:38:26.871,-252,-224,3
2023/12/05 15:38:26.873,-241,-220,3
2023/12/05 15:38:26.875,-228,-217,3
2023/12/05 15:38:26.876,-215,-214,3
2023/12/05 15:38:26.878,-203,-213,3
2023/12/05 15:38:26.880,-194,-213,3
2023/12/05 15:38:26.881,-188,-215,3
2023/12/05 15:38:26.883,-185,-218,3
2023/12/05 15:38:26.885,-186,-222,3
2023/12/05 15:38:26.886,-191,-226,3
2023/12/05 15:38:26.888,-198,-231,3
2023/12/05 15:38:26.890,-207,-235,3
2023/12/05 15:38:26.891,-217,-238,3
2023/12/05 15:38:26.893,-226,-241,3
2023/12/05 15:38:26.895,-234,-242,3
2023/12/05 15:38:26.896,-241,-243,3
2023/12/05 15:38:26.898,-244,-243,3
2023/12/05 15:38:26.900,-246,-242,3
2023/12/05 15:38:26.901,-245,-242,3
2023/12/05 15:38:26.903,-243,-241,3
2023/12/05 15:38:26.905,-241,-241,3
2023/12/05 15:38:26.906,-238,-242,3
2023/12/05 15:38:26.908,-235,-242,3
2023/12/05 15:38:26.910,-233,-243,3
2023/12/05 15:38:26.911,-231,-244,3
2023/12/05 15:38:26.913,-229,-244,3
2023/12/05 15:38:26.915,-227,-243,3
2023/12/05 15:38:26.916,-224,-241,3
2023/12/05 15:38:26.918,-221,-238,3
2023/12/05 15:38:26.920,-216,-234,3
2023/12/05 15:38:26.921,-211,-229,3
2023/12/05 15:38:26.923,-206,-224,3
2023/12/05 15:38:26.925,-202,-219,3
2023/12/05 15:38:26.926,-198,-215,3
2023/12/05 15:38:26.928,-196,-212,3
2023/12/05 15:38:26.930,-197,-211,3
2023/12/05 15:38:26.931,-199,-211,3
2023/12/05 15:38:26.933,-204,-212,3
2023/12/05 15:38:26.935,-209,-214,3
2023/12/05 15:38:26.936,-214,-217,3
2023/12/05 15:38:26.938,-218,-219,3
2023/12/05 15:38:26.940,-220,-221,3
2023/12/05 15:38:26.941,-220,-222,3
2023/12/05 15:38:26.943,-217,-222,3
2023/12/05 15:38:26.945,-211,-222,3
2023/12/05 15:38:26.946,-203,-221,3
2023/12/05 15:38:26.948,-194,-220,3
2023/12/05 15:38:26.950,-186,-219,3
2023/12/05 15:38:26.951,-179,-219,3
2023/12/05 15:38:26.953,-175,-219,3
2023/12/05 15:38:26.955,-173,-220,3
2023/12/05 15:38:26.956,-175,-222,3
2023/12/05 15:38:26.958,-180,-224,3
2023/12/05 15:38:26.960,-187,-227,3
2023/12/05 15:38:26.961,-195,-229,3
2023/12/05 15:38:26.963,-203,-230,3
2023/12/05 15:38:26.965,-211,-230,3
2023/12/05 15:38:26.966,-217,-230,3
2023/12/05 15:38:26.968,-222,-229,3
2023/12/05 15:38:26.970,-225,-227,3
2023/12/05 15:38:26.971,-227,-225,3
2023/12/05 15:38:26.973,-228,-223,3
2023/12/05 15:38:26.975,-229,-222,3
2023/12/05 15:38:26.976,-230,-221,3
2023/12/05 15:38:26.978,-232,-221,3
2023/12/05 15:38:26.980,-236,-222,3
2023/12/05 15:38:26.981,-240,-224,3
2023/12/05 15:38:26.983,-245,-227,3
2023/12/05 15:38:26.985,-249,-231,3
2023/12/05 15:38:26.986,-254,-234,3
2023/12/05 15:38:26.988,-257,-237,3
2023/12/05 15:38:26.990,-258,-240,3
2023/12/05 15:38:26.991,-258,-242,3
2023/12/05 15:38:26.993,-256,-243,3
2023/12/05 15:38:26.995,-251,-243,3
2023/12/05 15:38:26.996,-246,-242,3
2023/12/05 15:38:26.998,-239,-240,3
2023/12/05 15:38:27.000,-231,-238,3
2023/12/05 15:38:27.001,-223,-235,3
2023/12/05 15:38:27.003,-214,-232,3
2023/12/05 15:38:27.005,-206,-230,3
2023/12/05 15:38:27.006,-198,-228,3
2023/12/05 15:38:27.008,-191,-226,3
2023/12/05 15:38:27.010,-185,-225,3
2023/12/05 15:38:27.011,-180,-224,3
2023/12/05 15:38:27.013,-175,-223,3
2023/12/05 15:38:27.015,-172,-222,3
2023/12/05 15:38:27.016,-171,-221,3
2023/12/05 15:38:27.018,-171,-219,3
2023/12/05 15:38:27.020,-173,-217,3
2023/12/05 15:38:27.021,-177,-214,3
2023/12/05 15:38:27.023,-182,-211,3
2023/12/05 15:38:27.025,-187,-208,3
2023/12/05 15:38:27.026,-194,-205,3
2023/12/05 15:38:27.028,-199,-203,3
2023/12/05 15:38:27.030,-205,-201,3
2023/12/05 15:38:27.031,-208,-200,3
2023/12/05 15:38:27.033,-210,-200,3
2023/12/05 15:38:27.035,-211,-201,3
2023/12/05 15:38:27.036,-209,-203,3
2023/12/05 15:38:27.038,-207,-207,3
2023/12/05 15:38:27.040,-204,-211,3
2023/12/05 15:38:27.041,-200,-217,3
2023/12/05 15:38:27.043,-198,-223,3
2023/12/05 15:38:27.045,-196,-229,3
2023/12/05 15:38:27.046,-197,-235,3
2023/12/05 15:38:27.048,-200,-240,3
2023/12/05 15:38:27.050,-205,-245,3
2023/12/05 15:38:27.051,-212,-249,3
2023/12/05 15:38:27.053,-220,-252,3
2023/12/05 15:38:27.055,-229,-253,3
2023/12/05 15:38:27.056,-238,-254,3
2023/12/05 15:38:27.058,-246,-254,3
2023/12/05 15:38:27.060,-253,-254,3
2023/12/05 15:38:27.061,-258,-254,3
2023/12/05 15:38:27.063,-262,-254,3
2023/12/05 15:38:27.065,-264,-255,3
2023/12/05 15:38:27.066,-264,-257,3
2023/12/05 15:38:27.068,-263,-259,3
2023/12/05 15:38:27.070,-262,-262,3
2023/12/05 15:38:27.071,-260,-266,3
2023/12/05 15:38:27.073,-258,-268,3
2023/12/05 15:38:27.075,-255,-270,3
2023/12/05 15:38:27.076,-254,-270,3
2023/12/05 15:38:27.078,-252,-268,3
2023/12/05 15:38:27.080,-250,-264,3
2023/12/05 15:38:27.081,-249,-257,3
2023/12/05 15:38:27.083,-248,-249,3
2023/12/05 15:38:27.085,-246,-240,3
2023/12/05 15:38:27.086,-245,-231,3
2023/12/05 15:38:27.088,-243,-222,3
2023/12/05 15:38:27.090,-241,-215,3
2023/12/05 15:38:27.091,-238,-211,3
2023/12/05 15:38:27.093,-235,-209,3
2023/12/05 15:38:27.095,-231,-210,3
2023/12/05 15:38:27.096,-227,-213,3
2023/12/05 15:38:27.098,-222,-218,3
2023/12/05 15:38:27.100,-217,-224,3
2023/12/05 15:38:27.101,-211,-230,3
2023/12/05 15:38:27.103,-206,-234,3
2023/12/05 15:38:27.105,-202,-237,3
2023/12/05 15:38:27.106,-198,-239,3
2023/12/05 15:38:27.108,-196,-238,3
2023/12/05 15:38:27.110,-196,-236,3
2023/12/05 15:38:27.111,-197,-233,3
2023/12/05 15:38:27.113,-199,-230,3
2023/12/05 15:38:27.115,-203,-227,3
2023/12/05 15:38:27.116,-207,-224,3
2023/12/05 15:38:27.118,-211,-223,3
2023/12/05 15:38:27.120,-215,-224,3
2023/12/05 15:38:27.121,-218,-225,3
2023/12/05 15:38:27.123,-220,-228,3
2023/12/05 15:38:27.125,-221,-231,3
2023/12/05 15:38:27.126,-221,-234,3
2023/12/05 15:38:27.128,-221,-237,3
2023/12/05 15:38:27.130,-220,-239,3
2023/12/05 15:38:27.131,-219,-240,3
2023/12/05 15:38:27.133,-218,-239,3
2023/12/05 15:38:27.135,-216,-238,3
2023/12/05 15:38:27.136,-215,-236,3
2023/12/05 15:38:27.138,-213,-234,3
2023/12/05 15:38:27.140,-211,-231,3
2023/12/05 15:38:27.141,-209,-230,3
2023/12/05 15:38:27.143,-207,-229,3
2023/12/05 15:38:27.145,-205,-229,3
2023/12/05 15:38:27.146,-203,-230,3
2023/12/05 15:38:27.148,-203,-231,3
2023/12/05 15:38:27.150,-204,-233,3
2023/12/05 15:38:27.151,-206,-235,3
2023/12/05 15:38:27.153,-211,-237,3
2023/12/05 15:38:27.155,-216,-238,3
2023/12/05 15:38:27.156,-222,-239,3
2023/12/05 15:38:27.158,-229,-240,3
2023/12/05 15:38:27.160,-236,-241,3
2023/12/05 15:38:27.161,-241,-241,3
2023/12/05 15:38:27.163,-245,-242,3
2023/12/05 15:38:27.165,-248,-242,3
2023/12/05 15:38:27.166,-248,-241,3
2023/12/05 15:38:27.168,-247,-240,3
2023/12/05 15:38:27.170,-244,-238,3
2023/12/05 15:38:27.171,-241,-235,3
2023/12/05 15:38:27.173,-238,-231,3
2023/12/05 15:38:27.175,-236,-226,3
2023/12/05 15:38:27.176,-234,-220,3
2023/12/05 15:38:27.178,-234,-215,3
2023/12/05 15:38:27.180,-235,-209,3
2023/12/05 15:38:27.181,-237,-206,3
2023/12/05 15:38:27.183,-239,-203,3
2023/12/05 15:38:27.185,-242,-203,3
2023/12/05 15:38:27.186,-244,-205,3
2023/12/05 15:38:27.188,-245,-208,3
2023/12/05 15:38:27.190,-245,-213,3
2023/12/05 15:38:27.191,-243,-217,3
2023/12/05 15:38:27.193,-240,-221,3
2023/12/05 15:38:27.195,-236,-223,3
